"field","label","description","temporal","category","subcategory","identifier"
"10368-9","LEAD [MASS/VOLUME] IN CAPILLARY BLOOD","Fingerstick, Lead, Raw Value","1","Laboratory","Other Labs","0"
"77307-7","LEAD [MASS/VOLUME] IN VENOUS BLOOD","Lead [Mass/volume] in Venous blood","1","Laboratory","Lead|MCnc|Pt|ANYBldSerPlas","0"
"6447-7","LEGIONELLA PNEUMOPHILA AG [PRESENCE] IN URINE BY IMMUNOASSAY","Legionella pneumophila Ag [Presence] in Urine by Immunoassay","1","Laboratory","Legionella pneumophila Ag|PrThr|Urine","0"
"32781-7","Legionella sp Ag [Presence] in Urine","Urine, Legionella Antigen","1","Laboratory","Other Labs","0"
"38463-6","Legionella sp Ag [Presence] in Urine by Immunofluorescence","Legionella sp Ag [Presence] in Urine by Immunofluorescence","1","Laboratory","Legionella sp Ag|PrThr|Urine","0"
"30053-3","LEUCINE/CREATININE [RATIO] IN URINE","Leucine/Creatinine [Ratio] in Urine","1","Laboratory","Leucine/Creatinine|Ratio|Urine","0"
"25941-6","LEUCINE","Leucine [Moles/volume] in 24 hour Urine","1","Laboratory","Leucine|SCnc|Urine","0"
"27323-5","Ur Leucine","Leucine [Moles/volume] in Urine","1","Laboratory","Leucine|SCnc|Urine","0"
"60026-2","LEUKOCYTE ESTERASE UA","Leukocyte esterase [Presence] in Urine by Automated test strip","1","Laboratory","Leukocyte esterase|PrThr|Urine","0"
"5799-2","Leukocyte esterase [Presence] in Urine by Test strip","Urine, Leukocyte Esterase","1","Laboratory","Other Labs","0"
"33256-9","Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count","Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count","1","Laboratory","Leukocytes^^corrected for nucleated erythrocytes|NCnc|Pt|Bld","0"
"26464-8","Leukocytes [#/volume] in Blood","Leukocytes [#/volume] in Blood","1","Laboratory","Leukocytes|NCnc|Pt|Bld","0"
"6690-2","Leukocytes [#/volume] in Blood by Automated count","White Blood Cell Count","1","Laboratory","Other Labs","0"
"804-5","LEUKOCYTES [#/VOLUME] IN BLOOD BY MANUAL COUNT","Leukocytes [#/volume] in Blood by Manual count","1","Laboratory","Leukocytes|NCnc|Pt|Bld","0"
"806-0","Leukocytes [#/volume] in Cerebral spinal fluid by Manual count","Leukocytes [#/volume] in Cerebral spinal fluid by Manual count","1","Laboratory","Leukocytes|NCnc|Pt|CSF","0"
"51487-7","Leukocytes [#/volume] in Urine by Automated count","Leukocytes [#/volume] in Urine by Automated count","1","Laboratory","Leukocytes|NCnc|Urine","0"
"20408-1","Leukocytes [#/volume] in Urine by Test strip","Leukocytes [#/volume] in Urine by Test strip","1","Laboratory","Leukocytes|NCnc|Urine","0"
"53316-6","Leukocytes [Presence] in Urine by Automated","Leukocytes [Presence] in Urine by Automated","1","Laboratory","Leukocytes|PrThr|Urine","0"
"20510-4","Lipid ELP Interp","Lipoprotein fractions [Interpretation] in Serum or Plasma by Electrophoresis","1","Laboratory","Lipoprotein pattern|Imp|Pt|ANYBldSerPlas","0"
"49280-1","INTERPRETATION","Lipoprotein fractions [Interpretation] in Serum or Plasma by Electrophoresis Narrative","1","Laboratory","Lipoprotein pattern|Imp|Pt|ANYBldSerPlas","0"
"49748-7","HDL-P Chol","Lipoprotein.alpha [Moles/volume] in Serum or Plasma","1","Laboratory","Lipoprotein.alpha|SCnc|Pt|ANYBldSerPlas","0"
"14334-7","LITHIUM [MOLES/VOLUME] IN SERUM OR PLASMA","Lithium Level, Raw Pending Repeat","1","Laboratory","Other Labs","0"
"48795-9","Fibrosis Score","Fibrosis score","1","Laboratory","Liver fibrosis score|Score|Pt|ANYBldSerPlas","0"
"17088-6","LORAZEPAM-BY GC/MS","Lorazepam [Mass/volume] in Urine by Confirmatory method","1","Laboratory","Lorazepam|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"61044-4","LORAZEPAM [PRESENCE] IN UNSPECIFIED SPECIMEN","Lorazepam [Presence] in Unspecified specimen","1","Laboratory","Lorazepam|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"16205-7","LORAZEPAM [PRESENCE] IN URINE BY CONFIRMATORY METHOD","Lorazepam [Presence] in Urine by Confirmatory method","1","Laboratory","Lorazepam|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"10501-5","Lutropin [Units/volume] in Serum or Plasma","Luteinizing Hormone (LH), Raw Data","1","Laboratory","Other Labs","0"
"26474-7","LYMPHOCYTES [#/VOLUME] IN BLOOD","Lymphocytes [#/volume] in Blood","1","Laboratory","Lymphocytes|NCnc|Pt|Bld","0"
"731-0","Lymphocytes [#/volume] in Blood by Automated count","Lymphocytes, Absolute","1","Laboratory","Other Labs","0"
"732-8","LYMPHS ABS","Total Lymphocytes, Absolute","1","Laboratory","Other Labs","0"
"6744-7","LYMPHOCYTES [#/VOLUME] IN BODY FLUID BY MANUAL COUNT","Lymphocytes [#/volume] in Body fluid by Manual count","1","Laboratory","Lymphocytes|NCnc|Pt|Body fld","0"
"30048-3","LYSINE/CREATININE [RATIO] IN URINE","Lysine/Creatinine [Ratio] in Urine","1","Laboratory","Lysine/Creatinine|Ratio|Urine","0"
"25952-3","LYSINE","Lysine [Moles/volume] in 24 hour Urine","1","Laboratory","Lysine|SCnc|Urine","0"
"27304-5","Ur Lysine","Lysine [Moles/volume] in Urine","1","Laboratory","Lysine|SCnc|Urine","0"
"19123-9","Magnesium [Mass/volume] in Serum or Plasma","Magnesium, Raw Pending Repeat","1","Laboratory","Other Labs","0"
"32024-2","MAGNESIUM [MASS/VOLUME] IN 24 HOUR URINE","Urine, Magnesium","1","Laboratory","Other Labs","0"
"19124-7","Magnesium [Mass/volume] in Urine","Urine, Magnesium","1","Laboratory","Other Labs","0"
"24447-5","Magnesium [Mass/time] in 24 hour Urine","Timed Urine, Magnesium","1","Laboratory","Other Labs","0"
"2601-3","MAGNESIUM [MOLES/VOLUME] IN SERUM OR PLASMA","Magnesium [Moles/volume] in Serum or Plasma","1","Laboratory","Magnesium|SCnc|Pt|ANYBldSerPlas","0"
"5681-2","MANGANESE [MASS/VOLUME] IN BLOOD","Manganese [Mass/volume] in Blood","1","Laboratory","Manganese|MCnc|Pt|ANYBldSerPlas","0"
"5683-8","MANGANESE [MASS/VOLUME] IN SERUM OR PLASMA","Manganese [Mass/volume] in Serum or Plasma","1","Laboratory","Manganese|MCnc|Pt|ANYBldSerPlas","0"
"73934-2","MEPERIDINE","Meperidine [Mass/volume] in Serum, Plasma or Blood","1","Laboratory","Meperidine|MCnc|Pt|ANYBldSerPlas","0"
"32088-7","MEPERIDINE [PRESENCE] IN UNSPECIFIED SPECIMEN","Meperidine [Presence] in Unspecified specimen","1","Laboratory","Meperidine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"16207-3","MEPERIDINE [PRESENCE] IN URINE BY CONFIRMATORY METHOD","Meperidine [Presence] in Urine by Confirmatory method","1","Laboratory","Meperidine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"5685-3","MERCURY [MASS/VOLUME] IN BLOOD","Mercury [Mass/volume] in Blood","1","Laboratory","Mercury|MCnc|Pt|ANYBldSerPlas","0"
"739-3","Metamyelocytes [#/volume] in Blood by Manual count","Metamyelocytes [#/volume] in Blood by Manual count","1","Laboratory","Metamyelocytes|NCnc|Pt|Bld","0"
"35644-4","METANEPHRINE/CREATININE [MASS RATIO] IN 24 HOUR URINE","Metanephrine/Creatinine [Mass Ratio] in 24 hour Urine","1","Laboratory","Metanephrine/Creatinine|MRto|Urine","0"
"11139-3","Ur Metanephrine","Metanephrine [Mass/volume] in Urine","1","Laboratory","Metanephrine|MCnc|Urine","0"
"19049-6","METANEPHRINE [MASS/TIME] IN 24 HOUR URINE","Metanephrine [Mass/time] in 24 hour Urine","1","Laboratory","Metanephrine|MRat|Urine","0"
"32655-3","METANEPHRINES/CREATININE [MASS RATIO] IN 24 HOUR URINE","Metanephrines/Creatinine [Mass Ratio] in 24 hour Urine","1","Laboratory","Metanephrines/Creatinine|MRto|Urine","0"
"29159-1","METHADONE [MASS/MASS] IN MECONIUM","Methadone [Mass/mass] in Meconium","1","Laboratory","Methadone|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"3772-1","METHADONE,S","Methadone, Quantitation by GCMS","1","Laboratory","Other Labs","0"
"43595-8","METHADONE [PRESENCE] IN MECONIUM","Methadone [Presence] in Meconium","1","Laboratory","Methadone|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"32093-7","METHADONE [PRESENCE] IN UNSPECIFIED SPECIMEN","Methadone [Presence] in Unspecified specimen","1","Laboratory","Methadone|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"3773-9","Methadone [Presence] in Urine","Methadone [Presence] in Urine","1","Laboratory","Methadone|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"16199-2","METHADONE [PRESENCE] IN URINE BY CONFIRMATORY METHOD","Methadone [Presence] in Urine by Confirmatory method","1","Laboratory","Methadone|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"19550-3","Methadone [Presence] in Urine by Screen method","Methadone [Presence] in Urine by Screen method","1","Laboratory","Methadone|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"70149-0","METHADONE [PRESENCE] IN URINE BY SCREEN METHOD >300 NG/ML","Methadone [Presence] in Urine by Screen method >300 ng/mL","1","Laboratory","Methadone|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"27289-8","Methamphetamine","Methamphetamine [Mass/mass] in Meconium","1","Laboratory","Methamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"3777-0","METHAMPHETAMINE","Methamphetamine [Presence] in Serum or Plasma","1","Laboratory","Methamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"40381-6","METHAMPHETAMINE [PRESENCE] IN UNSPECIFIED SPECIMEN","Methamphetamine [Presence] in Unspecified specimen","1","Laboratory","Methamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"5693-7","METHANOL [MASS/VOLUME] IN SERUM OR PLASMA","Methanol [Mass/volume] in Serum or Plasma","1","Laboratory","Methanol|MCnc|Pt|ANYBldSerPlas","0"
"30063-2","METHIONINE/CREATININE [RATIO] IN URINE","Methionine/Creatinine [Ratio] in Urine","1","Laboratory","Methionine/Creatinine|Ratio|Urine","0"
"25956-4","METHIONINE","Methionine [Moles/volume] in 24 hour Urine","1","Laboratory","Methionine|SCnc|Urine","0"
"26963-9","Ur Methionine","Methionine [Moles/volume] in Urine","1","Laboratory","Methionine|SCnc|Urine","0"
"27244-3","MDA Confirm,Meconium","Methylenedioxyamphetamine [Mass/mass] in Meconium","1","Laboratory","Methylenedioxyamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"61046-9","METHYLENEDIOXYAMPHETAMINE [PRESENCE] IN UNSPECIFIED SPECIMEN","Urine, 3,4-methylenedioxyamphetamine (MDA)","1","Laboratory","Other Labs","0"
"27080-1","MDEA Confirm,Meconium","Methylenedioxyethylamphetamine [Mass/mass] in Meconium","1","Laboratory","Methylenedioxyethylamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"61049-3","METHYLENEDIOXYETHYLAMPHETAMINE [PRESENCE] IN UNSPECIFIED SPECIMEN","Urine, 3,4-methylenedioxy-N-ethylamphetamine (MDEA)","1","Laboratory","Other Labs","0"
"69025-5","MDMA Confirm,Meconium","Methylenedioxymethamphetamine [Mass/mass] in Meconium by Confirmatory method","1","Laboratory","Methylenedioxymethamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"40481-4","METHYLENEDIOXYMETHAMPHETAMINE [PRESENCE] IN UNSPECIFIED SPECIMEN","Urine, 3,4-methylenedioxy-N-methylamphetamine (MDMA)","1","Laboratory","Other Labs","0"
"14267-9","Methylenedioxymethamphetamine [Presence] in Urine","Methylenedioxymethamphetamine [Presence] in Urine","1","Laboratory","Methylenedioxymethamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"19568-5","METHYLENEDIOXYMETHAMPHETAMINE ECSTASY (MDMA) SCREEN IN URINE","Methylenedioxymethamphetamine [Presence] in Urine by Screen method","1","Laboratory","Methylenedioxymethamphetamine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"25116-5","METHYLMALONIC ACID","Methylmalonate/Creatinine [Molar ratio] in Urine","1","Laboratory","Methylmalonate/Creatinine|SRto|Urine","0"
"18485-3","MI-2 AB [PRESENCE] IN SERUM","Mi-2 Ab [Presence] in Serum","1","Laboratory","Mi-2 Ab|PrThr|Pt|ANYBldSerPlas","0"
"30003-8","MICROALB CONC","Microalbumin [Mass/volume] in 24 hour Urine","1","Laboratory","Microalbumin|MCnc|Urine","0"
"14957-5","Microalbumin [Mass/volume] in Urine","Urine, Microalbumin","1","Laboratory","Other Labs","0"
"14956-7","Microalbumin [Mass/time] in 24 hour Urine","Timed Urine, Microalbumin","1","Laboratory","Other Labs","0"
"14958-3","MICROALBUMIN/CREATININE [MASS RATIO] IN 24 HOUR URINE","Microalbumin/Creatinine [Mass Ratio] in 24 hour Urine","1","Laboratory","Microalbumin|MRto|Urine","0"
"14959-1","Microalbumin/Creatinine [Mass Ratio] in Urine","Microalbumin/Creatinine [Mass Ratio] in Urine","1","Laboratory","Microalbumin|MRto|Urine","0"
"653-6","MICROSCOPIC OBSERVATION [IDENTIFIER] IN URINE BY GRAM STAIN","Microscopic observation [Identifier] in Urine by Gram stain","1","Laboratory","Microscopic observation|Prid|Urine","0"
"14319-8","MICROSCOPIC OBSERVATION [IDENTIFIER] IN VAGINAL FLUID BY WET PREPARATION","Microscopic observation [Identifier] in Vaginal fluid by Wet preparation","1","Laboratory","Microscopic observation|Prid|<Sys:ANYGU>","0"
"8077-0","MITOCHONDRIA AB [UNITS/VOLUME] IN SERUM","Mitochondria Ab [Units/volume] in Serum","1","Laboratory","Mitochondria Ab|ACnc|Pt|ANYBldSerPlas","0"
"5247-2","MITOCHONDRIA AB [TITER] IN SERUM BY IMMUNOFLUORESCENCE","Mitochondria Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Mitochondria Ab|Titr|Pt|ANYBldSerPlas","0"
"14251-3","MITOCHONDRIA M2 IGG AB [UNITS/VOLUME] IN SERUM","Mitochondria M2 IgG Ab [Units/volume] in Serum","1","Laboratory","Mitochondria M2 Ab.IgG|ACnc|Pt|ANYBldSerPlas","0"
"26484-6","Monocytes [#/volume] in Blood","Monocytes [#/volume] in Blood","1","Laboratory","Monocytes|NCnc|Pt|Bld","0"
"742-7","Monocytes [#/volume] in Blood by Automated count","Monocytes, Absolute","1","Laboratory","Other Labs","0"
"743-5","MONOCYTES [#/VOLUME] IN BLOOD BY MANUAL COUNT","Monocytes [#/volume] in Blood by Manual count","1","Laboratory","Monocytes|NCnc|Pt|Bld","0"
"21397-5","MONONUCLEAR CELLS [#/VOLUME] IN BODY FLUID BY MANUAL COUNT","Mononuclear cells [#/volume] in Body fluid by Manual count","1","Laboratory","Mononuclear cells|NCnc|Pt|Body fld","0"
"21396-7","MONONUCLEAR CELLS [#/VOLUME] IN CEREBRAL SPINAL FLUID BY MANUAL COUNT","Mononuclear cells [#/volume] in Cerebral spinal fluid by Manual count","1","Laboratory","Mononuclear cells|NCnc|Pt|CSF","0"
"11244-1","MORPHINE,FREE","Morphine Free [Mass/volume] in Serum or Plasma","1","Laboratory","Morphine.free|MCnc|Pt|ANYBldSerPlas","0"
"26860-7","OPIATES CONF,MEC.","Morphine [Mass/mass] in Meconium","1","Laboratory","Morphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"3827-3","MORPHINE,TOTAL","Morphine [Mass/volume] in Serum or Plasma","1","Laboratory","Morphine|MCnc|Pt|ANYBldSerPlas","0"
"3831-5","MORPHINE BY GC/MS","Morphine [Mass/volume] in Urine","1","Laboratory","Morphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"16251-1","Morphine Conf Ur","Morphine [Mass/volume] in Urine by Confirmatory method","1","Laboratory","Morphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"32100-0","MORPHINE [PRESENCE] IN UNSPECIFIED SPECIMEN","Morphine [Presence] in Unspecified specimen","1","Laboratory","Morphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"16196-8","MORPHINE [PRESENCE] IN URINE BY CONFIRMATORY METHOD","Morphine [Presence] in Urine by Confirmatory method","1","Laboratory","Morphine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"38476-8","MULLERIAN INHIBITING SUBSTANCE [MASS/VOLUME] IN SERUM OR PLASMA","Mullerian inhibiting substance [Mass/volume] in Serum or Plasma","1","Laboratory","Mullerian inhibiting substance|MCnc|Pt|ANYBldSerPlas","0"
"23906-1","MYCOPHENOLIC ACID GLUCURONIDE","Mycophenolate glucuronide [Mass/volume] in Serum or Plasma","1","Laboratory","Mycophenolate glucuronide|MCnc|Pt|ANYBldSerPlas","0"
"55807-2","MYCOPHENOLATE GLUCURONIDE [MASS/VOLUME] IN SERUM OR PLASMA BY LC/MS/MS","Mycophenolate glucuronide [Mass/volume] in Serum or Plasma by LC/MS/MS","1","Laboratory","Mycophenolate glucuronide|MCnc|Pt|ANYBldSerPlas","0"
"23905-3","MYCOPHENOLIC ACID","Mycophenolate [Mass/volume] in Serum or Plasma","1","Laboratory","Mycophenolate|MCnc|Pt|ANYBldSerPlas","0"
"55806-4","MYCOPHENOLATE [MASS/VOLUME] IN SERUM OR PLASMA BY LC/MS/MS","Mycophenolate [Mass/volume] in Serum or Plasma by LC/MS/MS","1","Laboratory","Mycophenolate|MCnc|Pt|ANYBldSerPlas","0"
"17314-6","MYELIN ASSOCIATED GLYCOPROTEIN IGM AB [UNITS/VOLUME] IN SERUM BY IMMUNOASSAY","Myelin associated glycoprotein IgM Ab [Units/volume] in Serum by Immunoassay","1","Laboratory","Myelin associated glycoprotein Ab.IgM|ACnc|Pt|ANYBldSerPlas","0"
"31023-5","MAG Ab IgM","Myelin associated glycoprotein IgM Ab [Presence] in Serum by Immunoblot","1","Laboratory","Myelin associated glycoprotein Ab.IgM|PrThr|Pt|ANYBldSerPlas","0"
"39087-2","MAG Ab IGM EIA","Myelin associated glycoprotein IgM Ab [Titer] in Serum by Immunoassay","1","Laboratory","Myelin associated glycoprotein Ab.IgM|Titr|Pt|ANYBldSerPlas","0"
"43190-8","MAG-SGPG Ab IGM EIA","Myelin associated glycoprotein/Sulfated glucuronic paragloboside IgM Ab [Titer] in Serum by Immunoassay","1","Laboratory","Myelin associated glycoprotein-sulfated glucuronic paragloboside Ab.IgM|Titr|Pt|ANYBldSerPlas","0"
"748-4","Myelocytes [#/volume] in Blood by Manual count","Myelocytes [#/volume] in Blood by Manual count","1","Laboratory","Myelocytes|NCnc|Pt|Bld","0"
"6969-0","MYELOPEROXIDASE AB [UNITS/VOLUME] IN SERUM","Myeloperoxidase Ab [Units/volume] in Serum","1","Laboratory","Myeloperoxidase Ab|ACnc|Pt|ANYBldSerPlas","0"
"46266-3","MYELOPEROXIDASE AB [UNITS/VOLUME] IN SERUM BY IMMUNOASSAY","Myeloperoxidase (MPO) Antibody Quantitative","1","Laboratory","Other Labs","0"
"2639-3","Myoglobin [Mass/volume] in Serum or Plasma","Myoglobin, Raw Data","1","Laboratory","Other Labs","0"
"2641-9","Myoglobin [Mass/volume] in Urine","Myoglobin [Mass/volume] in Urine","1","Laboratory","Myoglobin|MCnc|Urine","0"
"2640-1","MYOGLOBIN [PRESENCE] IN URINE","Myoglobin [Presence] in Urine","1","Laboratory","Myoglobin|PrThr|Urine","0"
"3834-9","N-ACETYLPROCAINAMIDE [MASS/VOLUME] IN SERUM OR PLASMA","N-acetylprocainamide [Mass/volume] in Serum or Plasma","1","Laboratory","N-acetylprocainamide|MCnc|Pt|ANYBldSerPlas","0"
"12554-2","TOXICOLOGY, URINE","Narcotics and opioids [Identifier] in Urine","1","Laboratory","Narcotics|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"58012-6","NATALIZUMAB AB [PRESENCE] IN SERUM","Natalizumab Ab [Presence] in Serum","1","Laboratory","Natalizumab Ab|PrThr|Pt|ANYBldSerPlas","0"
"33762-6","Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma","Pro-B Natriuretic Peptide (BNP)","1","Laboratory","Other Labs","0"
"83107-3","ProBNP","Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma by Immunoassay","1","Laboratory","Natriuretic peptide.B prohormone N-Terminal|MCnc|Pt|ANYBldSerPlas","0"
"83108-1","Natriuretic peptide.B prohormone N-Terminal [Moles/volume] in Serum or Plasma by Immunoassay","Natriuretic peptide.B prohormone N-Terminal [Moles/volume] in Serum or Plasma by Immunoassay","1","Laboratory","Natriuretic peptide.B prohormone N-Terminal|SCnc|Pt|ANYBldSerPlas","0"
"42637-9","BNP","Natriuretic peptide B [Mass/volume] in Blood","1","Laboratory","Natriuretic peptide.B|MCnc|Pt|ANYBldSerPlas","0"
"30934-4","Natriuretic peptide B [Mass/volume] in Serum or Plasma","Pro-B Natriuretic Peptide (BNP), Raw Data","1","Laboratory","Other Labs","0"
"43188-2","ANNA-2 AB (RI)","Neuronal nuclear type 2 Ab [Titer] in Serum by Immunofluorescence","1","Laboratory","Neuronal nuclear type 2 Ab|Titr|Pt|ANYBldSerPlas","0"
"41617-2","NEUTROPHIL AB [PRESENCE] IN SERUM BY FLOW CYTOMETRY (FC)","Neutrophil Ab [Presence] in Serum by Flow cytometry (FC)","1","Laboratory","Neutrophil Ab|PrThr|Pt|ANYBldSerPlas","0"
"17357-5","P-ANCA","Neutrophil cytoplasmic Ab.perinuclear [Presence] in Serum by Immunofluorescence","1","Laboratory","Neutrophil cytoplasmic Ab.perinuclear|PrThr|Pt|ANYBldSerPlas","0"
"5262-1","NEUTROPHIL CYTOPLASMIC AB [UNITS/VOLUME] IN SERUM BY IMMUNOFLUORESCENCE","Neutrophil cytoplasmic Ab [Units/volume] in Serum by Immunofluorescence","1","Laboratory","Neutrophil cytoplasmic Ab|ACnc|Pt|ANYBldSerPlas","0"
"35279-9","C-ANCA","Neutrophil cytoplasmic Ab [Presence] in Serum by Immunofluorescence","1","Laboratory","Neutrophil cytoplasmic Ab|PrThr|Pt|ANYBldSerPlas","0"
"30451-9","Segmented neutrophils [#/volume] in Blood","Segmented neutrophils [#/volume] in Blood","1","Laboratory","Neutrophils.segmented|NCnc|Pt|Bld","0"
"768-2","Segmented neutrophils [#/volume] in Blood by Manual count","Segmented neutrophils [#/volume] in Blood by Manual count","1","Laboratory","Neutrophils.segmented|NCnc|Pt|Bld","0"
"26499-4","NEUTROPHILS [#/VOLUME] IN BLOOD","Neutrophils [#/volume] in Blood","1","Laboratory","Neutrophils|NCnc|Pt|Bld","0"
"751-8","Neutrophils [#/volume] in Blood by Automated count","Neutrophils, Absolute","1","Laboratory","Other Labs","0"
"753-4","Neutrophils [#/volume] in Blood by Manual count","Neutrophils [#/volume] in Blood by Manual count","1","Laboratory","Neutrophils|NCnc|Pt|Bld","0"
"18244-4","NIACIN [MASS/VOLUME] IN SERUM OR PLASMA","Niacin [Mass/volume] in Serum or Plasma","1","Laboratory","Niacin|MCnc|Pt|ANYBldSerPlas","0"
"3853-9","NICOTINE [MASS/VOLUME] IN SERUM OR PLASMA","Nicotine [Mass/volume] in Serum or Plasma","1","Laboratory","Nicotine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"3854-7","NICOTINE [MASS/VOLUME] IN URINE","Nicotine [Mass/volume] in Urine","1","Laboratory","Nicotine|ANYProp|ANYTm|ANYSys|ANYMeth","0"
"32710-6","Nitrite [Presence] in Urine","Nitrite [Presence] in Urine","1","Laboratory","Nitrite|PrThr|Urine","0"
"50558-6","NITRITE UA","Nitrite [Presence] in Urine by Automated test strip","1","Laboratory","Nitrite|PrThr|Urine","0"
"5802-4","Nitrite [Presence] in Urine by Test strip","Urine, Nitrite","1","Laboratory","Other Labs","0"
